Full Name,Email,Age,Zip,Phone,Gender,City,State,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade,Teaching Team ID
Susanna Lueilwitz,sl9147@nittany.edu,22,33974,6325241209,M,Lehigh Acres,Florida,7195 North Canterbury Circle ,IST,CHEM111,Experimental Chemistry,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,73.0,CMPSC465,Data structures and algorithms,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,67.0,CSE583,Pattern Recognition,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,94.0,
Tanya Zulauf,tz1637@nittany.edu,19,66516,4968352719,M,Netawaka,Kansas,9498 Newport Ave. ,MATH,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,97.0,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,92.0,PHYS211,Thermal Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,80.0,
Beau Krajcik,bk5477@nittany.edu,21,31217,3238095802,F,Macon,Georgia,780 East Redwood Drive ,CMPEN,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,71.0,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,80.0,,,,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,60.0,1.0
Aurelia Ferry,af2362@nittany.edu,22,46785,3262753236,M,Saint Joe,Indiana,78 South Brewery Ave. ,CHEM,EE211,Circuit Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,97.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,93.0,MATH231,Vector Calculus,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,66.0,
Asa Tromp,at5855@nittany.edu,19,83833,1167771547,F,Harrison,Idaho,9420 Tallwood Street ,EE,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,87.0,1.0,Closed book exam for 100 marks,70.0,STAT414,Introduction to Probability Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,,,,CMPSC475,Applications Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,92.0,
Bailee Bernhard,bb2708@nittany.edu,19,50655,7057241900,M,Maynard,Iowa,8985 Cambridge Ave. ,IST,CMPEN441,Operating Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,61.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,99.0,CHEM112,Chemical Principles,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,81.0,
Axel Blanda,ab1769@nittany.edu,18,90803,1887162616,F,Long Beach,California,655 East Branch Dr. ,MATH,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,70.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,67.0,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,99.0,
Arturo Schoen,as5959@nittany.edu,18,72762,2269445581,F,Springdale,Arkansas,185 E. Trenton Street ,CHEM,EE352,Design of Digital Circuits and Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,88.0,CMPEN431,Introduction to Computer Architecture,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,78.0,1.0,Closed book exam for 100 marks,73.0,EE330,Energy Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,1.0,Closed book exam for 100 marks,65.0,35.0
Annabell Schuppe I,as3517@nittany.edu,21,50668,3294070947,F,Readlyn,Iowa,7 Arch Court ,PHYS,EE353,Applied Electromagnetics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,73.0,CMPSC475,Applications Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,71.0,PHYS214,General Physics: Wave Motion and Quantum Physics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,67.0,
Ashly McGlynn,am9248@nittany.edu,21,80516,5153130879,M,Erie,Colorado,639 Princeton Rd. ,CMPEN,CHEM110,Environmental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,95.0,EE330,Energy Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,74.0,CSE543,Computer Security,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,72.0,11.0
Augustine Bednar,ab2069@nittany.edu,21,94950,6209112984,M,Olema,California,708 York Dr. ,ECON,EE353,Applied Electromagnetics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,97.0,DS120,Python for data science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,72.0,EE320,Network Security and Cryptography,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,69.0,1.0,Closed book exam for 100 marks,84.0,
Ardith Buckridge,ab3353@nittany.edu,20,95231,5387489258,M,French Camp,California,9659 Rosewood Drive ,CSE,IST110,"Introduction to Information, People And Technology",3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,68.0,DS120,Python for data science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,85.0,CMPSC448,Machine Learning and Algorithmic AI,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,93.0,1.0,Closed book exam for 100 marks,67.0,
Antonette Gleason,ag4144@nittany.edu,19,93267,1332100507,F,Strathmore,California,91 S. Gartner Street ,EE,MATH231,Vector Calculus,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,67.0,DS220,Data Modelling,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,71.0,CHEM112,Chemical Principles,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,83.0,1.0,Closed book exam for 100 marks,90.0,
Annette Erdman III,ae4536@nittany.edu,19,31711,6703040703,F,Andersonville,Georgia,7764 Union Avenue ,CMPEN,CMPSC497,Introduction to Data Mining,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,86.0,,,,STAT319,Applied Statistics in Science,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,80.0,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,65.0,,,,
Austen Schultz,as6603@nittany.edu,20,92004,2775583726,M,Borrego Springs,California,7764 Union Avenue ,CMPSC,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,92.0,PHYS212,Solid State Physics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,92.0,1.0,Closed book exam for 100 marks,79.0,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,90.0,
Antone Spinka,as6904@nittany.edu,22,34711,5135203465,F,Clermont,Florida,266 Second Street ,DS,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,79.0,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,94.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,69.0,
Angie Howell DVM,ah4627@nittany.edu,20,34602,7257000861,M,Brooksville,Florida,7450 West Manchester Street ,MATH,IST128,Introduction to Python,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,75.0,IST110,"Introduction to Information, People And Technology",3 Credit Course.,1.0,70,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,84.0,CMPSC132,Programming and Computation II,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,80.0,
Anita Cremin,ac6117@nittany.edu,19,90033,3139302791,F,Los Angeles,California,259 Cleveland Road ,MATH,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,61.0,1.0,Closed book exam for 100 marks,81.0,CMPEN441,Operating Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,71.0,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,98.0,
Baby Stokes,bs3099@nittany.edu,22,60536,3236222511,F,Millbrook,Illinois,91 S. Gartner Street ,PHYS,CMPSC431W,DBMS,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,69.0,CSE583,Pattern Recognition,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,69.0,IST128,Introduction to Python,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,91.0,
Antonio Rice,ar5750@nittany.edu,21,6091,7351326241,M,West Hartland,Connecticut,461 Heather Street ,PHYS,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,,,,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,60.0,1.0,Closed book exam for 100 marks,72.0,CMPEN270,Embedded Systems Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,64.0,
Bailee Keebler,bk4164@nittany.edu,18,50585,7027080376,M,Sioux Rapids,Iowa,63 Lake Forest Road ,CSE,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,70.0,CMPEN270,Embedded Systems Design,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,88.0,STAT414,Introduction to Probability Theory,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,68.0,,,,
Annette Heathcote,ah1893@nittany.edu,19,83830,7303718979,F,Fernwood,Idaho,9599 La Sierra St. ,IST,CMPEN351,Microprocessors,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,85.0,1.0,Closed book exam for 100 marks,99.0,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,93.0,EE311,Devices and Circuits I,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,100.0,1.0,Closed book exam for 100 marks,86.0,
Arturo Stiedemann,as4372@nittany.edu,19,33027,7614551290,F,Hollywood,Florida,639 Princeton Rd. ,CMPEN,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,81.0,1.0,Closed book exam for 100 marks,74.0,EE330,Energy Systems,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,87.0,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,80.0,1.0,Closed book exam for 100 marks,96.0,
Arianna Hayes,ah8649@nittany.edu,21,6477,7675816885,F,Orange,Connecticut,798 North Euclid Drive ,CSE,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,67.0,1.0,Closed book exam for 100 marks,78.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,98.0,1.0,Closed book exam for 100 marks,66.0,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,86.0,,,,
Barbara Lynch,bl7521@nittany.edu,22,85352,4006546748,F,Tacna,Arizona,461 Heather Street ,CSE,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,65.0,STAT318,Elementary Probability,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,63.0,1.0,Closed book exam for 100 marks,87.0,EE353,Applied Electromagnetics,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,84.0,1.0,Closed book exam for 100 marks,85.0,
Baron Pacocha,bp1701@nittany.edu,22,33884,2274663819,M,Winter Haven,Florida,655 East Branch Dr. ,PHYS,CMPEN270,Embedded Systems Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,93.0,CMPSC461,Programming Language Concepts,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,85.0,IST558,Data Mining 2,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,,,,
Ardith Hettinger,ah2132@nittany.edu,20,33037,3848189316,M,Key Largo,Florida,461 Heather Street ,STAT,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,73.0,1.0,Closed book exam for 100 marks,100.0,STAT414,Introduction to Probability Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,,,,CMPSC497,Introduction to Data Mining,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,94.0,,,,
Assunta Walsh,aw9070@nittany.edu,19,30222,4389600858,F,Greenville,Georgia,8985 Cambridge Ave. ,PHYS,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,99.0,MATH140,Calculus with Analytic Geometry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,68.0,1.0,Closed book exam for 100 marks,80.0,STAT415,Introduction to Mathematical Statistics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,85.0,
Arnulfo Paucek,ap7012@nittany.edu,19,6450,9413152090,M,Meriden,Connecticut,4 Old Academy Drive ,STAT,CHEM111,Experimental Chemistry,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,67.0,DS220,Data Modelling,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,89.0,1.0,Closed book exam for 100 marks,92.0,EE210,Continuous Time Linear Systems,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,64.0,1.0,Closed book exam for 100 marks,99.0,
Anika Walsh,aw1897@nittany.edu,18,31634,8579474090,M,Homerville,Georgia,863 Stillwater Road ,EE,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,66.0,EE311,Devices and Circuits I,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,86.0,STAT414,Introduction to Probability Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,75.0,,,,
Antonina Brekke,ab3016@nittany.edu,22,80022,6842786359,M,Commerce City,Colorado,336 Myrtle Street ,DS,MATH141,Matrices,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,65.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,95.0,1.0,Closed book exam for 100 marks,76.0,MATH230,Ordinary and Partial Differential Equations,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,82.0,
Ari Simonis,as7706@nittany.edu,22,85328,3738223604,M,Cibola,Arizona,655 East Branch Dr. ,DS,EE212,Introduction to Signal Conditioning ,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,79.0,CMPEN351,Microprocessors,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,72.0,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,93.0,
Ayana Wilkinson,aw2413@nittany.edu,20,32535,6007579575,F,Century,Florida,141 Gulf Rd. ,CMPSC,ECON102,Introductory Microeconomic Analysis and Policy,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,99.0,1.0,Closed book exam for 100 marks,74.0,CMPSC360,Discrete Mathematics for CMPSC,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,67.0,EE353,Applied Electromagnetics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,70.0,1.0,Closed book exam for 100 marks,64.0,49.0
Annabelle Block,ab4636@nittany.edu,19,6897,3786604796,F,Wilton,Connecticut,308 Mammoth Dr. ,STAT,CMPSC311,Introduction to Systems Programming,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,97.0,1.0,Closed book exam for 100 marks,61.0,STAT414,Introduction to Probability Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,79.0,,,,STAT318,Elementary Probability,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,72.0,1.0,Closed book exam for 100 marks,70.0,
Arianna Yost,ay6012@nittany.edu,18,61036,9765473310,F,Galena,Illinois,8687 N. Sleepy Hollow Court ,EE,EE211,Circuit Theory,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,62.0,ECON101,Principles of Economics,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,96.0,1.0,Closed book exam for 100 marks,78.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,95.0,
Angelo Macejkovic,am1296@nittany.edu,20,95503,1551788234,F,Eureka,California,185 E. Trenton Street ,PHYS,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,88.0,CMPSC461,Programming Language Concepts,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,77.0,1.0,Closed book exam for 100 marks,74.0,DS120,Python for data science,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,66.0,1.0,Closed book exam for 100 marks,64.0,
Cicero O'Kon,co9856@nittany.edu,19,51455,1307744716,F,Manning,Iowa,9420 Tallwood Street ,DS,CMPSC431W,DBMS,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,65.0,1.0,Closed book exam for 100 marks,88.0,CMPSC131,Programming and Computation,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,75.0,1.0,Closed book exam for 100 marks,86.0,CMPEN411,VLSI Digital Circuits,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,76.0,1.0,Closed book exam for 100 marks,78.0,
Bettie Gibson II,bg1874@nittany.edu,18,62532,1255100564,F,Elwin,Illinois,8985 Cambridge Ave. ,IST,ECON201,Intermediate Microeconomic Analysis,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,94.0,1.0,Closed book exam for 100 marks,91.0,IST558,Data Mining 2,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,74.0,,,,CMPEN331,Computer Organization And Design,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,71.0,1.0,Closed book exam for 100 marks,95.0,
Carter Zboncak,cz9116@nittany.edu,19,60457,5898798416,F,Hickory Hills,Illinois,495 Jockey Hollow Ave. ,STAT,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,99.0,,,,CMPSC311,Introduction to Systems Programming,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,90.0,1.0,Closed book exam for 100 marks,87.0,CMPEN362,Communication Networks,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,91.0,1.0,Closed book exam for 100 marks,86.0,
Claire Haley,ch1256@nittany.edu,18,80432,6598988680,M,Como,Colorado,141 Gulf Rd. ,CMPSC,CMPEN454,Fundamentals of Computer Vision,3 Credit Course.,2.0,60,1.0,Turn in this homework online!,88.0,,,,CMPSC461,Programming Language Concepts,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,62.0,1.0,Closed book exam for 100 marks,88.0,PHYS213,General Physics: Electricity and Magnetism,3 Credit Course.,1.0,70,1.0,Turn in this homework online!,88.0,1.0,Closed book exam for 100 marks,67.0,9.0
